site;plot;treatment;recorded_by;date;transect;subplot;position_m;area_m2;canopy_openness;pH;species;height_cm;diameter_cm;notes;shoot;in_exclosure;
Rya åsar;SV;control;Anna Bergqvist;2002-08-30;SV55;4;66-71;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;SV;control;Anna Bergqvist;2002-08-30;SV55;4;66-71;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;SV;control;Anna Bergqvist;2002-08-30;SV55;4;66-71;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;SV;control;Anna Bergqvist;2002-08-30;SV55;4;66-71;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;SV;control;Anna Bergqvist;2002-08-30;SV55;4;66-71;5;;;Crataegus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;SV;control;Anna Bergqvist;2002-08-30;SV55;4;66-71;5;;;Crataegus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Frangula alnus;<20;;"not browsed, ""rotskott?""";FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Frangula alnus;<20;;"not browsed, ""rotskott?""";FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Frangula alnus;<20;;"not browsed, ""rotskott?""";FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Frangula alnus;<20;;"not browsed, ""rotskott?""";FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Frangula alnus;<20;;"not browsed, ""rotskott?""";FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Sorbus aucuparia;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Sorbus aucuparia;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Sorbus aucuparia;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Sorbus aucuparia;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;1;15-okt;5;;;Sorbus aucuparia;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Frangula alnus;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Frangula alnus;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Frangula alnus;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Frangula alnus;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;2;28-33;5;;;Frangula alnus;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Sorbus aucuparia;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Sorbus aucuparia;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Sorbus aucuparia;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Sorbus aucuparia;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Sorbus aucuparia;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Sorbus aucuparia;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Frangula alnus;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Frangula alnus;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Frangula alnus;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Frangula alnus;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Frangula alnus;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Frangula alnus;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Frangula alnus;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;3;51-56;5;;;Frangula alnus;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;not browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
Rya åsar;NO;thinned;Anna Bergqvist;2002-08-30;NO85;4;65-70;5;;;Quercus sp.;<20;;browsed;FALSE;FALSE;
